rel_typ_idx,metadata_idx,similarity_score,rel_typ_text,metadata_text,match_method,match_score,fuzzy_score
316,254,1.0,"putin: i am warning that america should not interfere in , if america does that we will openly help ...","putin: i am warning that america should not interfere in , if america does that we will openly help ...",similarity_full_text,1.0,
317,387,1.0,1/new study from cleveland clinic demonstrates that the risk of a covid infection goes up with numbe...,1/new study from cleveland clinic demonstrates that the risk of a covid infection goes up with numbe...,similarity_full_text,1.0,
318,14025,1.0000000000000002,it's funny how isis has never attacked israel before. i wonder why that is...,it's funny how isis has never attacked israel before. i wonder why that is...,similarity_full_text,1.0000000000000002,
319,4004,1.0000000000000002,map of terrorist attacks in europe since 2000. notice anything?...,map of terrorist attacks in europe since 2000. notice anything?...,similarity_full_text,1.0000000000000002,
320,3919,1.0,traitor trump's bottled water expired 13 years ago when trump discontinued it back in 2010. this wat...,traitor trump's bottled water expired 13 years ago when trump discontinued it back in 2010. this wat...,similarity_full_text,1.0,
321,1166,1.0,the irs doesn’t have biden’s tax returns because he files his taxes in ukraine....,the irs doesn’t have biden’s tax returns because he files his taxes in ukraine....,similarity_full_text,1.0,
323,1530,1.0,us vaccine adverse event reports have vanished....,us vaccine adverse event reports have vanished....,similarity_full_text,1.0,
324,149,1.0,never forget to test your logotype designs upside down...,never forget to test your logotype designs upside down...,similarity_full_text,1.0,
325,10362,1.0000000000000002,🚨election interference google is sending people notifications to unsubscribe from president trump’s ...,🚨election interference google is sending people notifications to unsubscribe from president trump’s ...,similarity_full_text,1.0000000000000002,
326,8856,1.0,ukrainian nazis have begun destroying the graves of soviet ww2 soldiers. it seems that these people ...,ukrainian nazis have begun destroying the graves of soviet ww2 soldiers. it seems that these people ...,similarity_full_text,1.0,
327,5140,1.0,"pfizer ceo albert bourla:- “i’m 59, im in good health, i’m not working in the front line, so my ‘typ...","pfizer ceo albert bourla:- “i’m 59, im in good health, i’m not working in the front line, so my ‘typ...",similarity_full_text,1.0,
329,4906,1.0,elon musk added a gta 6 like animation when you triple tap the heart 🤯 try it! &amp;...,elon musk added a gta 6 like animation when you triple tap the heart 🤯 try it! &amp;...,similarity_full_text,1.0,
330,4333,1.0,seal leaks instantly with our powerful waterproof home solution! 🏡💧 👉...,seal leaks instantly with our powerful waterproof home solution! 🏡💧 👉...,similarity_full_text,1.0,
331,426,1.0,"fyi to anyone who uses and lives in the us, every year they file a w9 to the irs. i just checked min...","fyi to anyone who uses and lives in the us, every year they file a w9 to the irs. i just checked min...",similarity_full_text,1.0,
332,1056,1.0,this is miss alabama. can you say something positive about her?...,this is miss alabama. can you say something positive about her?...,similarity_full_text,1.0,
333,5133,,who else supports trump giving elon musk an advisory role when elected?...,who else supports trump giving elon musk an advisory role when elected?...,fuzzy_full_text,1.0,100.0
334,14914,1.0,the ‘chug jug with you’ emote is being added to fortnite on friday at 4pm pt....,the ‘chug jug with you’ emote is being added to fortnite on friday at 4pm pt....,similarity_full_text,1.0,
335,14152,1.0,"the trump campaign and republicans have tagged harris repeatedly with the ""border czar"" title — whic...","the trump campaign and republicans have tagged harris repeatedly with the ""border czar"" title — whic...",similarity_full_text,1.0,
336,11566,1.0,it is hard to not notice things these days....,it is hard to not notice things these days....,similarity_full_text,1.0,
337,4123,1.0000000000000002,"this doctor genetically edited the genes of twins babies which made them immune to hiv, their dad ha...","this doctor genetically edited the genes of twins babies which made them immune to hiv, their dad ha...",similarity_full_text,1.0000000000000002,
338,7900,1.0000000000000002,paris is healing....,paris is healing....,similarity_full_text,1.0000000000000002,
339,14801,1.0,twitter notes are harassing me on any tweet i post that goes viral. if this tweet goes viral they wi...,twitter notes are harassing me on any tweet i post that goes viral. if this tweet goes viral they wi...,similarity_full_text,1.0,
340,3846,1.0000000000000002,it was originally commissioned by republicans who were competing for the gop nomination. then hillar...,it was originally commissioned by republicans who were competing for the gop nomination. then hillar...,similarity_full_text,1.0000000000000002,
341,10264,,"according to the internet i ""lied about cancer."" however for the last 2 years i've been treating the...","according to the internet i ""lied about cancer."" however for the last 2 years i've been treating the...",fuzzy_full_text,1.0,100.0
342,290,1.0000000000000004,steve ballmer's net worth is a ludicrous $110b despite microsoft going -26% from 2000-14. bill gates...,steve ballmer's net worth is a ludicrous $110b despite microsoft going -26% from 2000-14. bill gates...,similarity_full_text,1.0000000000000004,
343,2453,1.0000000000000002,"i’m old enough to remember when polls would close at 10pm, and the results would be announced a few ...","i’m old enough to remember when polls would close at 10pm, and the results would be announced a few ...",similarity_full_text,1.0000000000000002,
344,16512,1.0000000000000004,air traffic around crimea leading up to the attack. the west has lost its collective mind....,air traffic around crimea leading up to the attack. the west has lost its collective mind....,similarity_full_text,1.0000000000000004,
345,346,1.0000000000000002,a lot of folks have asked about how you'll be able to distinguish between subscribers with blue chec...,a lot of folks have asked about how you'll be able to distinguish between subscribers with blue chec...,similarity_full_text,1.0000000000000002,
346,11121,1.0000000000000002,andrew tate 👇🏻...,andrew tate 👇🏻...,similarity_full_text,1.0000000000000002,
347,16500,1.0,jammu kashmir के patnitop में encounter के बीच पहुंची reporter का फायरिंग से सामना...,jammu kashmir के patnitop में encounter के बीच पहुंची reporter का फायरिंग से सामना...,similarity_full_text,1.0,
348,9391,1.0000000000000002,the prime minister of fucking australia attempting to scam my bank account 🇦🇺 correct scumbag?...,the prime minister of fucking australia attempting to scam my bank account 🇦🇺 correct scumbag?...,similarity_full_text,1.0000000000000002,
349,13783,1.0000000000000002,insane they allowed a guilty verdict without a unanimous decision. i hope americans understand how t...,insane they allowed a guilty verdict without a unanimous decision. i hope americans understand how t...,similarity_full_text,1.0000000000000002,
350,11071,1.0,wow! god bless these people....,wow! god bless these people....,similarity_full_text,1.0,
351,8741,1.0,what a crowd! fantastic energy today in plovdiv! gerb is the true pro-european and pro-ukrainian par...,what a crowd! fantastic energy today in plovdiv! gerb is the true pro-european and pro-ukrainian par...,similarity_full_text,1.0,
352,13299,1.0,your taxes are working hard in turkey as we give them £680 million to build a high speed electric ra...,your taxes are working hard in turkey as we give them £680 million to build a high speed electric ra...,similarity_full_text,1.0,
353,1730,1.0,*nyc freezes deposits at capital one and keybank...,*nyc freezes deposits at capital one and keybank...,similarity_full_text,1.0,
354,7206,1.0000000000000002,can we talk about how problematic bad bunny is? his name demonizes animals which annoys me as a vega...,can we talk about how problematic bad bunny is? his name demonizes animals which annoys me as a vega...,similarity_full_text,1.0000000000000002,
356,11727,1.0,"and for comparison, see 's 2009 report on drone strikes in gaza. ""the drone-launched missiles detona...","and for comparison, see 's 2009 report on drone strikes in gaza. ""the drone-launched missiles detona...",similarity_full_text,1.0,
357,9621,1.0,evidence community notes is zionist controlled and targets pro palestinian accounts both the zionist...,evidence community notes is zionist controlled and targets pro palestinian accounts both the zionist...,similarity_full_text,1.0,
358,5715,1.0,the world loves palestinians and kindness!...,the world loves palestinians and kindness!...,similarity_full_text,1.0,
359,1370,1.0,german girl decides to troll refugees and walks her pit bull in a muslim neighborhood in berlin. dog...,german girl decides to troll refugees and walks her pit bull in a muslim neighborhood in berlin. dog...,similarity_full_text,1.0,
360,4642,1.0,"🇭🇺 meanwhile in budapest, hungary more strange aerial phenomena is witnessed by large crowd in the h...","🇭🇺 meanwhile in budapest, hungary more strange aerial phenomena is witnessed by large crowd in the h...",similarity_full_text,1.0,
362,7289,1.0000000000000002,"really bad news about from a group of japanese scientists 😥 ""we regret to inform that the lk99 does ...","really bad news about from a group of japanese scientists 😥 ""we regret to inform that the lk99 does ...",similarity_full_text,1.0000000000000002,
363,443,1.0000000000000002,🚨🌎🇺🇸 holy shit!!! nothing to see here - just the latest haarp outpost being towed out into the carib...,🚨🌎🇺🇸 holy shit!!! nothing to see here - just the latest haarp outpost being towed out into the carib...,similarity_full_text,1.0000000000000002,
364,5294,1.0,"premier league 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 fa cup 🏆🏆🏆🏆🏆 league cup 🏆🏆🏆🏆 champions league 🏆🏆 28 years ago, sir alex...","premier league 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 fa cup 🏆🏆🏆🏆🏆 league cup 🏆🏆🏆🏆 champions league 🏆🏆 28 years ago, sir alex...",similarity_full_text,1.0,
365,6110,1.0000000000000002,biden just said he will codify roe if elected. my daughter “why doesn’t he do it now?”...,biden just said he will codify roe if elected. my daughter “why doesn’t he do it now?”...,similarity_full_text,1.0000000000000002,
366,2467,,this is not erosion...,this is not erosion...,fuzzy_full_text,1.0,100.0
367,1720,1.0000000000000002,"watch: large numbers of israeli settlers break into the al-buraq wall, the western portion of jerusa...","watch: large numbers of israeli settlers break into the al-buraq wall, the western portion of jerusa...",similarity_full_text,1.0000000000000002,
368,13962,1.0000000000000002,nunca olviden esto: todo todo todo lo que saben de gaza es a través de hamas. miren esta hermosa pro...,nunca olviden esto: todo todo todo lo que saben de gaza es a través de hamas. miren esta hermosa pro...,similarity_full_text,1.0000000000000002,
369,1710,1.0000000000000002,the uk’s socialist worker was among publications to receive a d notice - a state order to stay silen...,the uk’s socialist worker was among publications to receive a d notice - a state order to stay silen...,similarity_full_text,1.0000000000000002,
370,10588,1.0,lily of the valley lego...,lily of the valley lego...,similarity_full_text,1.0,
371,6569,1.0,"messi has never made a successful trivela pass, this is proof fam....","messi has never made a successful trivela pass, this is proof fam....",similarity_full_text,1.0,
373,10072,1.0,intermittent fasting has been observed to lead to an 91% increase in heart disease according to an a...,intermittent fasting has been observed to lead to an 91% increase in heart disease according to an a...,similarity_full_text,1.0,
374,13230,1.0,warning to tiktok users: do not emulate - extremely dangerous. warning: disturbing clip of a woman d...,warning to tiktok users: do not emulate - extremely dangerous. warning: disturbing clip of a woman d...,similarity_full_text,1.0,
375,3214,1.0,breaking: tesla sales plummet as democrats stop buying the electric cars due to elon musk...,breaking: tesla sales plummet as democrats stop buying the electric cars due to elon musk...,similarity_full_text,1.0,
377,4043,1.0000000000000002,it’s extremely cringeworthy for politicians who have never been seen in a barbour jacket their whole...,it’s extremely cringeworthy for politicians who have never been seen in a barbour jacket their whole...,similarity_full_text,1.0000000000000002,
378,5217,1.0,🇦🇷 ley marcial en argentina 🇦🇷 🇦🇷 | ahora: mediodía de buenos aires. - el presidente milei declara l...,🇦🇷 ley marcial en argentina 🇦🇷 🇦🇷 | ahora: mediodía de buenos aires. - el presidente milei declara l...,similarity_full_text,1.0,
379,12279,1.0,moscow looks pretty nice right now…...,moscow looks pretty nice right now…...,similarity_full_text,1.0,
380,8805,1.0,by maria zakharova 💬 the kiev regime is a neo-nazi malignant growth on the body of eastern europe. i...,by maria zakharova 💬 the kiev regime is a neo-nazi malignant growth on the body of eastern europe. i...,similarity_full_text,1.0,
381,8628,,ancestor cry...,ancestor cry...,fuzzy_full_text,1.0,100.0
382,4872,1.0,it really is crazy this woman wanted to go home so badly she sabotaged the toilets and drilled a hol...,it really is crazy this woman wanted to go home so badly she sabotaged the toilets and drilled a hol...,similarity_full_text,1.0,
383,1984,1.0,“मो० शमीम” अपने गैंग के साथ भगवा कपड़े पहनकर हिंदू मोहल्लों की करता था रेकी।...,“मो० शमीम” अपने गैंग के साथ भगवा कपड़े पहनकर हिंदू मोहल्लों की करता था रेकी।...,similarity_full_text,1.0,
384,5567,1.0,deadliest attacks on ; 'record ten thousand ukrainian troops wiped out'...,deadliest attacks on ; 'record ten thousand ukrainian troops wiped out'...,similarity_full_text,1.0,
385,2126,1.0,"if you think leftists hate now, just wait until they figure this out. as he's in , it's likely that ...","if you think leftists hate now, just wait until they figure this out. as he's in , it's likely that ...",similarity_full_text,1.0,
386,15288,1.0,dew weapons being deployed? let the comments do the educating. what is this???...,dew weapons being deployed? let the comments do the educating. what is this???...,similarity_full_text,1.0,
387,11942,1.0000000000000002,"a little science lesson for you community clowns nice and early this morning 👍 come on, i dare you t...","a little science lesson for you community clowns nice and early this morning 👍 come on, i dare you t...",similarity_full_text,1.0000000000000002,
389,4861,1.0,spacex super heavy booster has exploded while attempting a landing in the gulf of mexico....,spacex super heavy booster has exploded while attempting a landing in the gulf of mexico....,similarity_full_text,1.0,
390,16172,1.0,end him queen...,end him queen...,similarity_full_text,1.0,
391,2677,1.0000000000000002,you can do this with any bear you see in the wild. they’re actually incredibly gentle creatures...,you can do this with any bear you see in the wild. they’re actually incredibly gentle creatures...,similarity_full_text,1.0000000000000002,
392,16304,1.0,...can we get confirmation on this being real?...,...can we get confirmation on this being real?...,similarity_full_text,1.0,
393,8614,1.0,wow! michelle obama was glowing when she was pregnant! it’s crazy how many images of her during her ...,wow! michelle obama was glowing when she was pregnant! it’s crazy how many images of her during her ...,similarity_full_text,1.0,
395,4628,1.0000000000000002,"the king of denmark, king frederik x waves the palestinian flag from a balcony as he greets 100s of ...","the king of denmark, king frederik x waves the palestinian flag from a balcony as he greets 100s of ...",similarity_full_text,1.0000000000000002,
397,7007,1.0,💪🏼kiev says goodbye to another american tank: watch as us-supplied disabled by russian anti-tank gui...,💪🏼kiev says goodbye to another american tank: watch as us-supplied disabled by russian anti-tank gui...,similarity_full_text,1.0,
398,12828,1.0,🇹🇷prayers for turkey🙏🙏...,prayers for turkey 😢 🇹🇷...,similarity_full_text,1.0,
399,11090,1.0000000000000002,"unlike the uk, canada and australia, it's illegal to support terror organizations in france. police ...","unlike the uk, canada and australia, it's illegal to support terror organizations in france. police ...",similarity_full_text,1.0000000000000002,
400,3592,1.0000000000000002,the fact that chess is divided into gendered leagues should tell you something about the real histor...,the fact that chess is divided into gendered leagues should tell you something about the real histor...,similarity_full_text,1.0000000000000002,
401,796,1.0,something's got to give....,something's got to give....,similarity_full_text,1.0,
402,12721,1.0,people like myself get called a grifter while people who literally go on their stream and admit that...,people like myself get called a grifter while people who literally go on their stream and admit that...,similarity_full_text,1.0,
403,13768,1.0000000000000002,this community note need to be removed immediately this is actual corruption in our face. i got this...,this community note need to be removed immediately this is actual corruption in our face. i got this...,similarity_full_text,1.0000000000000002,
404,7439,1.0,the picture is of three american who were killed in a drone attack by the resistance on the american...,the picture is of three american who were killed in a drone attack by the resistance on the american...,similarity_full_text,1.0,
405,2360,1.0,so it begins. we need to lock down the borders immediately. full deportation efforts need to begin. ...,so it begins. we need to lock down the borders immediately. full deportation efforts need to begin. ...,similarity_full_text,1.0,
406,1172,1.0,i said that this government would clear the backlog of asylum decisions by the end of 2023. that’s e...,i said that this government would clear the backlog of asylum decisions by the end of 2023. that’s e...,similarity_full_text,1.0,
407,5349,1.0000000000000002,"escape the stress💨 💨 💨 play our fun and easy game now. easy, fun, and super addictive🥰...","escape the stress💨 💨 💨 play our fun and easy game now. easy, fun, and super addictive🥰...",similarity_full_text,1.0000000000000002,
408,2150,1.0000000000000002,"autism didn't exist before vaccines. there were no known cases previous to thimerosal, in mid-30's. ...","autism didn't exist before vaccines. there were no known cases previous to thimerosal, in mid-30's. ...",similarity_full_text,1.0000000000000002,
409,14764,1.0,democrats have introduced a bill that would bar trump from being buried at arlington national cemete...,democrats have introduced a bill that would bar trump from being buried at arlington national cemete...,similarity_full_text,1.0,
410,2177,1.0,"british mp sworn in to uk parliament using a quran. naz shah, mp for bradford west, swore her allegi...","british mp sworn in to uk parliament using a quran. naz shah, mp for bradford west, swore her allegi...",similarity_full_text,1.0,
411,8065,1.0000000000000002,us-owned cargo ship was just hit by a missile off the coast of yemen....,us-owned cargo ship was just hit by a missile off the coast of yemen....,similarity_full_text,1.0000000000000002,
412,284,1.0000000000000002,russia had the right to invade ukraine...,russia had the right to invade ukraine...,similarity_full_text,1.0000000000000002,
413,101,1.0,the eu considers sanctions against tucker carlson for the crime of interviewing the president of rus...,the eu considers sanctions against tucker carlson for the crime of interviewing the president of rus...,similarity_full_text,1.0,
415,8562,1.0,ahahahahah zionistnotes () 😂😂😂 there is pretty good evidence that sell out luai is paid by israel🚨🇮🇱...,ahahahahah zionistnotes () 😂😂😂 there is pretty good evidence that sell out luai is paid by israel🚨🇮🇱...,similarity_full_text,1.0,
416,7367,,what about maguire?...,what about maguire?...,fuzzy_full_text,1.0,100.0
417,7065,1.0,"7 years ago, 49 beautiful souls were stolen and more than 50 others were injured in a horrific attac...","7 years ago, 49 beautiful souls were stolen and more than 50 others were injured in a horrific attac...",similarity_full_text,1.0,
418,13159,1.0,modelo is owned by anheuser-busch...,modelo is owned by anheuser-busch...,similarity_full_text,1.0,
419,3063,1.0,"biden is now selling f-16’s to ukraine pushing us closer to ww3. in the meantime, under joe biden th...","biden is now selling f-16’s to ukraine pushing us closer to ww3. in the meantime, under joe biden th...",similarity_full_text,1.0,
420,3249,1.0,breaking: liam payne has died at the age of 31 after reportedly falling from a balcony in argentina....,breaking: liam payne has died at the age of 31 after reportedly falling from a balcony in argentina....,similarity_full_text,1.0,
421,4265,1.0000000000000002,drake says kendrick lamar is a hypocrite for calling him out on his affiliations with s*x offenders ...,drake says kendrick lamar is a hypocrite for calling him out on his affiliations with s*x offenders ...,similarity_full_text,1.0000000000000002,
422,8336,1.0,this is what happens when you stick with the plan that's working....,this is what happens when you stick with the plan that's working....,similarity_full_text,1.0,
423,8922,1.0000000000000002,american super actor angelina jolie a friend of palestine...,american super actor angelina jolie a friend of palestine...,similarity_full_text,1.0000000000000002,
424,8925,1.0,"right now, we have the lowest inflation rate among the g7, wages are growing faster than inflation, ...","right now, we have the lowest inflation rate among the g7, wages are growing faster than inflation, ...",similarity_full_text,1.0,
425,2455,1.0000000000000002,big announcement!...,big announcement!...,similarity_full_text,1.0000000000000002,
426,15672,1.0000000000000002,"another fake bellingcat/bbc video has appeared, this time claiming we've investigated hunter biden. ...","another fake bellingcat/bbc video has appeared, this time claiming we've investigated hunter biden. ...",similarity_full_text,1.0000000000000002,
427,4844,1.0,israel is isis...,israel is isis...,similarity_full_text,1.0,
428,566,1.0000000000000002,neymar against mumbai city for al-hilal in asian champions league...,neymar against mumbai city for al-hilal in asian champions league...,similarity_full_text,1.0000000000000002,
429,9367,1.0,this is what is being handed out in ballymun now. utterly disgusting....,this is what is being handed out in ballymun now. utterly disgusting....,similarity_full_text,1.0,
430,1714,1.0000000000000002,drone video shows the devastation of hurricane beryl in jamaica . beryl the most intense hurricane o...,drone video shows the devastation of hurricane beryl in jamaica . beryl the most intense hurricane o...,similarity_full_text,1.0000000000000002,
431,6527,1.0,fans are heated after seeing devil horns (baphomet) placed on top of a cross during the streamer awa...,fans are heated after seeing devil horns (baphomet) placed on top of a cross during the streamer awa...,similarity_full_text,1.0,
432,11650,1.0,who has mia khalifa video?...,who has mia khalifa video?...,similarity_full_text,1.0,
433,8741,1.0,what a crowd! fantastic energy today in plovdiv! gerb is the true pro-european and pro-ukrainian par...,what a crowd! fantastic energy today in plovdiv! gerb is the true pro-european and pro-ukrainian par...,similarity_full_text,1.0,
434,7438,1.0,"students at ucla today chanting ""israel, israel you cant hide. we want jewish genocide"" not 1947 ger...","students at ucla today chanting ""israel, israel you cant hide. we want jewish genocide"" not 1947 ger...",similarity_full_text,1.0,
435,4819,1.0,"outsiders: ""argentina has white people?!? wtf !!!"" argentina: ""why are you so obsessed with me, la c...","outsiders: ""argentina has white people?!? wtf !!!"" argentina: ""why are you so obsessed with me, la c...",similarity_full_text,1.0,
436,14167,1.0,🔥🚨developing: this footage of a priest dancing with one of his church members is creating a lot of d...,🔥🚨developing: this footage of a priest dancing with one of his church members is creating a lot of d...,similarity_full_text,1.0,
437,5814,1.0,"my girifriend told me she was pregnant, so i had arranged to move all her stuff out behind her back....","my girifriend told me she was pregnant, so i had arranged to move all her stuff out behind her back....",similarity_full_text,1.0,
438,7476,1.0000000000000004,this is some wild ass promotion but it works 😅...,this is some wild ass promotion but it works 😅...,similarity_full_text,1.0000000000000004,
439,5905,1.0000000000000002,"sadiq khan has been planning a new pay-per-mile tax, his ulez 2.0. vote for me on may 2nd, so i can ...","sadiq khan has been planning a new pay-per-mile tax, his ulez 2.0. vote for me on may 2nd, so i can ...",similarity_full_text,1.0000000000000002,
440,279,1.0,"in 2014, the bandera junta in kiev downed flight over donbass, taking almost 300 innocent lives. des...","in 2014, the bandera junta in kiev downed flight over donbass, taking almost 300 innocent lives. des...",similarity_full_text,1.0,
441,12311,1.0000000000000002,pigs eat literally anything including their shit + piss. they don’t sweat so all the toxins they con...,pigs eat literally anything including their shit + piss. they don’t sweat so all the toxins they con...,similarity_full_text,1.0000000000000002,
442,9918,1.0000000000000004,elon musk is reportedly considering blocking access to twitter/x in europe...,elon musk is reportedly considering blocking access to twitter/x in europe...,similarity_full_text,1.0000000000000004,
443,10286,1.0000000000000002,🚨 apple just announced apple event. it’ll take place on september 6 at the apple park....,🚨 apple just announced apple event. it’ll take place on september 6 at the apple park....,similarity_full_text,1.0000000000000002,
444,5999,1.0,"while is not immune to community notes, i am!...","while is not immune to community notes, i am!...",similarity_full_text,1.0,
445,5157,1.0000000000000002,🚨🇬🇧 uk police shoot dead a bangladeshi male chaos ensues in london. it’s not a coincidence you’re se...,🚨🇬🇧 uk police shoot dead a bangladeshi male chaos ensues in london. it’s not a coincidence you’re se...,similarity_full_text,1.0000000000000002,
446,902,1.0,breaking: ncaa decides to reallocate all medals from lia thomas to riley gaines- 👏🏼👏🏼👏🏼👍🏼...,breaking: ncaa decides to reallocate all medals from lia thomas to riley gaines- 👏🏼👏🏼👏🏼👍🏼...,similarity_full_text,1.0,
447,9638,1.0,it appears that the hasidic tunnel gang has done it again. building collapses in the jewish part of ...,it appears that the hasidic tunnel gang has done it again. building collapses in the jewish part of ...,similarity_full_text,1.0,
448,11391,1.0000000000000002,"israeli reservists are caught on video having a 'scalping moment'. no, they have not been seen on vi...","israeli reservists are caught on video having a 'scalping moment'. no, they have not been seen on vi...",similarity_full_text,1.0000000000000002,
449,6027,1.0,fully exposed urinals in germany 😬...,fully exposed urinals in germany 😬...,similarity_full_text,1.0,
450,6622,1.0,wow! did you hear what i just heard? that is looking at buying fox news?!?! very interesting!...,wow! did you hear what i just heard? that is looking at buying fox news?!?! very interesting!...,similarity_full_text,1.0,
451,2882,1.0,"✨ correct your posture and make you more beautiful, regardless of age 😎 get it👉...","✨ correct your posture and make you more beautiful, regardless of age 😎 get it👉...",similarity_full_text,1.0,
452,12791,1.0000000000000002,i see why captain america went back to the 1940s...,i see why captain america went back to the 1940s...,similarity_full_text,1.0000000000000002,
453,1496,1.0,cnn forgot it's on air and the news director instructed the news reporter and cameraman on the phone...,cnn forgot it's on air and the news director instructed the news reporter and cameraman on the phone...,similarity_full_text,1.0,
454,3248,1.0000000000000002,"the phoenix suns are another team that jimmy butler’s agent, bernie lee, has indicated in league cir...","the phoenix suns are another team that jimmy butler’s agent, bernie lee, has indicated in league cir...",similarity_full_text,1.0000000000000002,
455,601,1.0000000000000002,"when i first saw this graph, the main thing that stood out to me was that japan has the world's leas...","when i first saw this graph, the main thing that stood out to me was that japan has the world's leas...",similarity_full_text,1.0000000000000002,
456,2430,1.0000000000000013,"when president biden took office, millions were unemployed and there was no vaccine available. in th...","when president biden took office, millions were unemployed and there was no vaccine available. in th...",similarity_full_text,1.0000000000000013,
457,8638,1.0000000000000002,this was the porto manager celebrating after beating arsenal in the first leg 🤦🏼‍♂️😭.. never celebra...,this was the porto manager celebrating after beating arsenal in the first leg 🤦🏼‍♂️😭.. never celebra...,similarity_full_text,1.0000000000000002,
458,13024,1.0,"⚠️🚨breaking🚨⚠️ something huge about to go down! make sure you’re hydrated, moisturized and on your s...","⚠️🚨breaking🚨⚠️ something huge about to go down! make sure you’re hydrated, moisturized and on your s...",similarity_full_text,1.0,
459,16101,1.0,caitlin clark's record-setting game vs. ohio state (3.4 mil views) had more viewers than victor wemb...,caitlin clark's record-setting game vs. ohio state (3.4 mil views) had more viewers than victor wemb...,similarity_full_text,1.0,
460,13393,1.0000000000000002,the nasa war document is absolutely terrifying...,the nasa war document is absolutely terrifying...,similarity_full_text,1.0000000000000002,
462,9573,1.0,elon musk added a skeleton animation when you triple tap the heart for halloween...,elon musk added a skeleton animation when you triple tap the heart for halloween...,similarity_full_text,1.0,
463,5746,1.0000000000000004,"the truth is the jews out number levantines. 15 million jews world wide is a lie, the number is clos...","the truth is the jews out number levantines. 15 million jews world wide is a lie, the number is clos...",similarity_full_text,1.0000000000000004,
464,4508,1.0,how's her painting skills?...,how's her painting skills?...,similarity_full_text,1.0,
465,10336,1.0,".: ""there’s a type of person that doesn’t get discouraged even if they make the wrong move five time...",".: ""there’s a type of person that doesn’t get discouraged even if they make the wrong move five time...",similarity_full_text,1.0,
466,2054,1.0,wildest things that came out of the cass report on trans healthcare...,wildest things that came out of the cass report on trans healthcare...,similarity_full_text,1.0,
467,4918,1.0,hours spent reading per person per week: 🇮🇳 india - 10:42 🇹🇭 thailand - 09:24 🇨🇳 china - 08:00 🇵🇭 ph...,hours spent reading per person per week: 🇮🇳 india - 10:42 🇹🇭 thailand - 09:24 🇨🇳 china - 08:00 🇵🇭 ph...,similarity_full_text,1.0,
468,14977,1.0000000000000002,desperate tesla owner and her dog get stuck in los angeles hurricane flooded waters....,desperate tesla owner and her dog get stuck in los angeles hurricane flooded waters....,similarity_full_text,1.0000000000000002,
469,6173,1.0,just a reminder that both jose mourinho &amp; antonio conte have won trophies wherever they have man...,just a reminder that both jose mourinho &amp; antonio conte have won trophies wherever they have man...,similarity_full_text,1.0,
470,6345,1.0000000000000004,: hurricane milton has flooded disney world in orlando...,: hurricane milton has flooded disney world in orlando...,similarity_full_text,1.0000000000000004,
471,1210,1.0,texas has suspended the voter registration of 2 million (democratic) voters until they “verify” them...,texas has suspended the voter registration of 2 million (democratic) voters until they “verify” them...,similarity_full_text,1.0,
472,6950,,high level police sources tell me this is an attempted terrorist attack. sources say the car was ful...,high level police sources tell me this is an attempted terrorist attack. sources say the car was ful...,fuzzy_full_text,1.0,100.0
473,275,1.0000000000000002,the kiss of death - florida governor ron desantis endorsed by george soros (video)...,the kiss of death - florida governor ron desantis endorsed by george soros (video)...,similarity_full_text,1.0000000000000002,
474,3879,1.0000000000000002,david did you get notice that we would vote on july 22? we will have this vote by august 5th to comp...,david did you get notice that we would vote on july 22? we will have this vote by august 5th to comp...,similarity_full_text,1.0000000000000002,
475,3576,1.0,"trump has stopped wearing that absurd bandage on his ear, which appears to have fully recovered. sho...","trump has stopped wearing that absurd bandage on his ear, which appears to have fully recovered. sho...",similarity_full_text,1.0,
476,15096,1.0,it is hard to believe we swallowed this. and just who was filming? and some still believe this.. 😂😅...,it is hard to believe we swallowed this. and just who was filming? and some still believe this.. 😂😅...,similarity_full_text,1.0,
477,14093,1.0,🚨🇨🇳🇿🇼 china wrote off zimbabwe’s debt in honor of country’s independence celebrations....,🚨🇨🇳🇿🇼 china wrote off zimbabwe’s debt in honor of country’s independence celebrations....,similarity_full_text,1.0,
478,16106,1.0,all pilots on both sides when flying will be (no return): russia doubled su-57 production while f-16...,all pilots on both sides when flying will be (no return): russia doubled su-57 production while f-16...,similarity_full_text,1.0,
479,8500,1.0,"who is the dumbshit geriatric billionaire republican that keeps boosting ""nikki haley"" by the way re...","who is the dumbshit geriatric billionaire republican that keeps boosting ""nikki haley"" by the way re...",similarity_full_text,1.0,
480,10104,1.0000000000000002,north korea also took a peaceful rally in support of palestine and chant fairy free palestine 🇵🇸🇰🇵...,north korea also took a peaceful rally in support of palestine and chant fairy free palestine 🇵🇸🇰🇵...,similarity_full_text,1.0000000000000002,
481,4275,,jewish billionaire yan borysovych koum has been linked to the assassination of hamas leader ismail h...,jewish billionaire yan borysovych koum has been linked to the assassination of hamas leader ismail h...,fuzzy_full_text,1.0,100.0
482,10075,1.0,trump water sitting in a warehouse since 2010 when trump ice failed like everything he touches!!...,trump water sitting in a warehouse since 2010 when trump ice failed like everything he touches!!...,similarity_full_text,1.0,
